0.1	465.07
0.2	450.11
0.3	425.66
0.4	392.44
0.5	351.46
0.6	302.53
0.7	236.3
0.8	160.79
0.9	86.60
1.0	20.28
1.1	-33.91
1.2	-72.30
1.3	-91.85
1.4	-91.95
1.5	-77.01
1.6	-56.28
1.7	-37.86
1.8	-24.32
1.9	-15.09
2.0	-9.09
2.1	-5.34
2.2	-3.08
2.3	-1.76
2.4	-1.01
2.5	-0.59
2.6	-0.35
2.7	-0.21
2.8	-0.12
2.9	-0.05
3.0	0.0
